CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,Contract,Churn
545,Male,62,58,58.1,7528.11,Two year,No
546,Female,35,15,76.07,1897.23,Month-to-month,Yes
547,Male,64,16,30.64,4487.67,Two year,No
548,Male,23,50,118.05,1529.71,One year,Yes
549,Female,63,17,95.77,4938.88,Two year,No
550,Female,51,3,30.61,2583.7,Two year,No
551,Male,70,60,103.89,2235.54,Month-to-month,Yes
552,Female,45,59,67.7,3964.53,Month-to-month,Yes
553,Male,38,31,102.55,5493.76,Month-to-month,No
554,Male,37,52,36.38,6071.47,Month-to-month,No
555,Male,55,59,87.78,3876.65,One year,Yes
556,Female,55,41,55.89,5475.63,Month-to-month,Yes
557,Female,45,64,20.71,6068.51,One year,Yes
558,Female,58,5,45.98,1022.02,Month-to-month,No
559,Female,51,69,24.7,6634.79,One year,No
560,Male,69,44,54.32,3292.76,Month-to-month,Yes
561,Male,33,72,50.63,6271.06,Two year,Yes
562,Female,70,19,86.08,3191.86,Two year,Yes
563,Male,39,1,90.23,248.69,Month-to-month,Yes
564,Male,46,11,94.41,4166.06,One year,Yes
565,Male,37,5,52.65,5306.35,Two year,Yes
566,Female,52,11,65.89,647.47,Two year,No
567,Female,36,37,89.09,1253.87,Month-to-month,Yes
568,Male,27,54,115.85,745.63,One year,No
569,Male,52,58,54.43,505.14,One year,No
570,Male,69,65,55.33,2258.15,One year,No
571,Female,18,23,62.05,2684.17,One year,Yes
572,Male,30,72,118.92,2480.69,One year,No
573,Female,27,40,66.52,3217.63,Month-to-month,No
574,Male,25,5,117.79,298.16,Two year,Yes
575,Male,62,30,46.45,7911.74,Month-to-month,Yes
576,Male,63,17,104.44,2711.29,One year,Yes
577,Male,28,57,32.07,1990.61,Two year,Yes
578,Male,34,63,35.31,3937.15,Two year,Yes
579,Male,55,63,70.88,4433.31,One year,No
580,Male,49,55,22.5,1875.4,One year,No
581,Male,37,1,86.86,2029.96,One year,No
582,Male,42,59,76.84,4595.33,Two year,Yes
583,Male,24,35,76.81,5660.97,One year,Yes
584,Female,59,21,47.58,3597.81,One year,Yes
585,Female,54,53,48.01,7120.48,Two year,No
586,Female,52,37,109.1,658.84,Two year,Yes
587,Female,18,17,49.81,5763.64,Month-to-month,Yes
588,Male,29,37,69.28,3695.68,Two year,No
589,Male,46,2,53.48,6177.97,One year,Yes
590,Male,28,32,64.61,383.68,Two year,No
591,Female,61,58,99.14,6655.81,Month-to-month,No
592,Female,54,9,110.58,7767.95,Month-to-month,No
593,Male,46,25,82.97,4674.71,Month-to-month,No
594,Female,66,40,32.99,2730.76,Month-to-month,No
595,Male,24,43,52.79,3268.91,Two year,No
596,Female,60,19,115.76,1843.96,Month-to-month,No
597,Female,58,44,45.58,6800.04,One year,Yes
598,Male,67,40,71.64,1861.57,Month-to-month,Yes
599,Male,49,3,45.32,7883.41,Two year,No
600,Female,48,40,100.17,6666.89,One year,Yes
601,Female,23,62,42.46,562.95,Two year,No
602,Male,48,11,40.56,3582.26,One year,Yes
603,Male,51,4,87.08,7816.29,Two year,No
604,Female,30,46,25.64,4128.9,One year,No
605,Male,25,59,30.36,7646.71,One year,Yes
606,Male,33,1,108.5,4499.21,Month-to-month,Yes
607,Female,51,53,36.74,5440.66,Two year,Yes
608,Female,41,39,31.13,3445.89,Two year,Yes
609,Female,35,40,72.63,368.79,One year,No
610,Female,30,70,115.79,946.09,Month-to-month,No
611,Male,51,24,114.25,5450.72,One year,No
612,Female,54,1,27.06,6637.39,Month-to-month,Yes
613,Female,46,24,85.95,4491.04,Month-to-month,No
614,Female,42,66,105.34,5207.75,Month-to-month,No
615,Male,37,36,73.13,7802.28,Month-to-month,No
616,Male,59,68,43.4,6276.7,Month-to-month,No
617,Male,59,41,70.58,1325.86,Month-to-month,Yes
618,Female,58,15,91.02,7937.48,Two year,Yes
619,Male,53,12,73.69,1390.06,One year,Yes
620,Male,23,11,113.97,5305.73,One year,No
621,Male,66,34,68.62,598.28,One year,Yes
622,Male,46,9,69.17,1402.91,Two year,Yes
623,Male,42,28,30.3,7462.51,Month-to-month,Yes
624,Male,69,31,49.68,1192.74,Month-to-month,Yes
625,Male,35,7,99.0,5636.77,Month-to-month,Yes
626,Female,32,65,45.2,2245.41,Two year,Yes
627,Female,29,26,61.37,3566.68,One year,Yes
628,Female,41,18,104.31,1638.52,One year,Yes
629,Female,36,43,20.92,1972.9,Two year,No
630,Female,28,16,99.1,3622.71,Two year,Yes
631,Male,33,45,88.84,877.22,One year,Yes
632,Male,54,27,79.62,7809.96,Month-to-month,No
633,Female,33,24,77.41,5630.82,Month-to-month,Yes
634,Male,39,64,48.47,469.14,Month-to-month,No
635,Male,67,59,34.49,7240.93,Two year,No
636,Male,30,65,117.16,2368.69,Month-to-month,No
637,Female,49,64,95.26,2654.8,One year,Yes
638,Male,55,70,40.58,5107.25,Two year,Yes
639,Female,48,62,78.85,1913.88,Month-to-month,Yes
640,Male,32,33,95.18,6711.65,One year,No
641,Male,67,31,83.07,6840.77,Two year,No
642,Female,53,27,58.69,5171.36,Month-to-month,Yes
643,Male,31,23,38.08,7876.08,One year,No
644,Female,61,9,40.39,4320.89,One year,No
645,Male,36,50,63.82,2290.2,One year,No
646,Female,28,13,60.37,4500.15,One year,Yes
647,Female,19,2,25.58,2241.33,One year,Yes
648,Female,48,60,22.11,4142.21,Two year,Yes
649,Male,21,23,63.56,3645.15,One year,No
650,Female,61,35,94.29,1812.12,Two year,No
651,Female,38,54,35.91,4276.06,One year,Yes
652,Male,22,37,26.7,3336.55,Two year,No
653,Female,66,24,64.6,3430.38,One year,No
654,Male,35,16,81.95,2698.88,One year,Yes
655,Female,70,12,91.29,1609.39,Two year,Yes
656,Female,28,52,54.2,5194.98,Month-to-month,Yes
657,Female,50,29,92.06,4400.26,Two year,Yes
658,Female,47,15,64.7,4820.1,Two year,No
659,Male,64,58,93.24,3138.37,One year,Yes
660,Female,35,57,53.16,7134.54,Month-to-month,No
661,Female,35,70,34.62,878.28,One year,Yes
662,Male,47,25,61.64,7358.58,Two year,No
663,Male,60,49,26.06,5834.32,Month-to-month,Yes
664,Female,37,64,91.14,7246.14,One year,No
665,Female,23,5,73.71,3588.02,Two year,No
666,Female,25,14,58.65,3531.51,One year,Yes
667,Female,21,28,54.15,1476.27,Two year,No
668,Female,51,40,73.67,6622.29,Two year,No
669,Male,45,48,69.02,6136.46,Two year,No
670,Male,53,32,67.38,4690.05,Two year,Yes
671,Male,65,66,82.87,193.78,One year,No
672,Female,29,7,73.85,4317.03,One year,No
673,Female,41,70,88.28,5006.29,Month-to-month,No
674,Male,45,47,115.94,7782.64,One year,No
675,Male,39,13,69.21,1275.75,Two year,Yes
676,Female,67,20,53.89,5501.47,Month-to-month,No
677,Female,38,70,60.59,7912.25,Two year,Yes
678,Male,30,49,25.58,5643.2,Month-to-month,No
679,Male,39,30,82.13,5932.09,Month-to-month,Yes
680,Male,68,34,44.77,1549.3,Month-to-month,Yes
681,Female,53,71,27.45,3564.34,Month-to-month,Yes
682,Male,42,53,95.59,1400.94,One year,No
683,Male,46,68,110.84,3821.21,Month-to-month,No
684,Male,64,41,81.88,4869.11,Two year,Yes
685,Female,32,45,22.6,4151.62,Two year,No
686,Female,57,5,42.64,6464.92,One year,Yes
687,Female,54,61,107.87,1821.44,Two year,No
688,Male,55,57,62.69,6499.45,One year,Yes
689,Female,28,60,51.91,4144.09,Month-to-month,No
690,Female,65,23,90.09,7464.44,Two year,Yes
691,Male,67,29,42.14,441.08,Month-to-month,Yes
692,Male,18,45,88.21,1063.92,Month-to-month,Yes
693,Male,30,61,31.44,5178.18,One year,Yes
694,Male,55,12,46.36,4771.39,Two year,No
695,Female,36,52,84.99,869.9,Month-to-month,Yes
696,Female,48,2,33.72,340.83,Month-to-month,Yes
697,Male,25,67,71.7,3050.67,One year,Yes
698,Female,46,12,100.4,4489.48,Two year,Yes
699,Female,54,51,113.91,2077.17,Two year,No
700,Female,66,8,118.25,175.98,One year,Yes
701,Female,64,22,114.88,6036.16,One year,Yes
702,Female,64,21,40.69,4534.68,Two year,No
703,Male,43,30,25.87,4214.65,One year,No
704,Male,39,32,73.84,7774.54,One year,Yes
705,Female,62,1,119.48,3150.36,Two year,Yes
706,Female,58,49,101.97,1892.52,One year,Yes
707,Female,41,66,100.28,2289.45,One year,Yes
708,Male,34,36,36.51,1024.34,One year,Yes
709,Male,18,64,86.95,6332.49,Two year,Yes
710,Male,39,37,83.79,442.94,One year,No
711,Male,66,62,21.89,7763.69,Two year,No
712,Female,35,55,43.1,731.02,Two year,Yes
713,Male,65,12,46.48,2407.7,Month-to-month,No
714,Male,20,4,22.8,7756.75,One year,No
715,Female,26,57,89.18,4022.21,Month-to-month,Yes
716,Male,63,9,45.98,6341.07,Two year,No
717,Female,65,47,111.29,5258.29,One year,No
718,Male,28,37,111.58,5070.88,Month-to-month,No
719,Male,39,14,113.73,250.19,Two year,Yes
720,Male,69,52,89.56,3004.39,Two year,Yes
721,Female,49,19,76.91,5553.44,One year,Yes
722,Female,59,26,31.15,4826.75,One year,Yes
723,Female,34,52,102.54,2319.58,One year,No
724,Female,43,9,103.35,7875.11,One year,Yes
725,Male,28,13,112.14,7251.63,Month-to-month,Yes
726,Male,43,59,114.01,5067.12,Month-to-month,No
727,Male,49,67,113.41,6478.58,One year,No
728,Male,53,16,47.26,5243.12,One year,Yes
729,Male,21,8,21.73,6057.46,Month-to-month,Yes
730,Male,51,25,105.11,4543.19,Two year,Yes
731,Male,52,66,67.48,6535.58,Two year,No
732,Male,22,10,21.66,2746.32,Two year,No
733,Male,62,53,39.44,3568.26,Two year,No
734,Female,36,3,58.82,6330.61,Month-to-month,No
735,Female,58,25,119.78,6369.06,Month-to-month,No
736,Male,54,15,87.05,4807.39,Two year,No
737,Female,22,64,34.31,961.25,One year,Yes
738,Female,21,9,24.53,4887.67,Two year,Yes
739,Female,39,15,35.28,2601.9,One year,Yes
740,Female,50,9,24.34,5849.89,One year,No
741,Male,39,34,39.07,1359.3,Month-to-month,No
742,Male,33,7,20.17,5695.89,Month-to-month,Yes
743,Male,21,16,57.62,7091.66,Two year,No
744,Female,42,16,57.8,2235.44,One year,No
745,Female,26,46,21.26,5885.9,Two year,No
746,Female,55,48,21.15,7647.1,Two year,No
747,Female,25,20,91.46,5580.84,Two year,Yes
748,Female,20,1,42.76,3447.54,Month-to-month,No
749,Male,68,16,28.46,1544.88,Two year,Yes
750,Male,63,56,68.98,1645.22,Month-to-month,No
751,Male,53,51,94.02,1583.97,One year,Yes
752,Male,65,36,84.7,7591.19,One year,Yes
753,Female,44,70,45.56,7845.5,One year,No
754,Male,53,2,48.94,1228.25,One year,No
755,Male,24,38,65.74,559.43,Month-to-month,No
756,Female,34,14,110.9,317.18,Two year,Yes
757,Male,22,16,51.05,2342.72,One year,No
758,Female,33,68,117.25,1649.11,Month-to-month,Yes
759,Female,61,24,32.54,198.94,Month-to-month,Yes
760,Male,29,37,99.96,2045.81,Two year,No
761,Female,47,43,106.62,3781.65,Month-to-month,No
762,Female,59,35,98.01,7755.79,Month-to-month,Yes
763,Male,57,23,40.86,6903.29,Month-to-month,Yes
764,Male,26,50,58.67,994.18,Month-to-month,Yes
765,Female,18,30,119.51,293.2,Month-to-month,No
766,Female,47,33,85.69,5085.64,Month-to-month,No
767,Male,59,26,83.08,6594.85,One year,Yes
768,Female,69,64,71.93,1025.62,Two year,Yes
769,Female,60,60,85.79,6749.33,Month-to-month,No
770,Female,28,31,32.5,5232.49,Month-to-month,Yes
771,Male,47,43,68.64,4524.91,Two year,No
772,Male,22,44,41.07,1135.06,One year,Yes
773,Male,36,61,93.03,4771.3,Two year,No
774,Male,66,36,92.37,6171.14,Month-to-month,No
775,Male,35,22,101.55,350.11,Two year,No
776,Male,18,63,66.73,4001.21,One year,No
777,Female,27,10,98.45,7575.88,Month-to-month,Yes
778,Female,28,67,97.78,1842.96,Month-to-month,No
779,Male,47,58,56.0,4591.8,Two year,No
780,Male,18,31,105.83,2773.57,Two year,No
781,Male,43,70,113.74,858.85,One year,No
782,Female,57,36,30.71,5672.02,Two year,Yes
783,Male,58,43,81.76,6736.74,Two year,Yes
784,Female,34,40,83.2,1071.81,One year,Yes
785,Female,38,65,83.49,6648.73,One year,Yes
786,Female,45,39,66.01,6515.72,Two year,No
787,Female,35,71,42.47,3385.85,One year,No
788,Male,20,16,28.31,6057.53,Two year,No
789,Female,20,12,33.39,7128.8,Two year,Yes
790,Female,28,1,56.94,7418.08,One year,No
791,Female,44,41,110.65,1802.09,One year,No
792,Male,28,45,117.68,184.12,Two year,Yes
793,Female,42,68,23.52,351.58,Two year,Yes
794,Female,70,41,73.21,3804.94,Month-to-month,Yes
795,Female,65,49,61.4,2072.84,One year,No
796,Female,51,37,97.4,3698.25,Month-to-month,Yes
797,Female,22,31,79.22,3300.78,Two year,Yes
798,Male,55,43,33.26,766.9,One year,Yes
799,Male,41,14,68.12,4507.32,One year,Yes
800,Female,32,37,32.51,6700.41,Two year,No
801,Female,24,48,45.2,5894.25,Month-to-month,No
802,Male,22,14,100.2,5947.64,One year,No
803,Male,36,21,93.06,6010.75,Month-to-month,Yes
804,Female,61,59,92.05,1123.69,One year,No
805,Female,49,57,103.25,7141.67,Month-to-month,Yes
806,Female,56,64,115.48,7665.77,Month-to-month,No
807,Male,64,39,106.72,5592.78,One year,Yes
808,Male,67,25,44.34,7248.77,Month-to-month,No
809,Male,21,53,68.11,3383.75,Two year,No
810,Male,34,27,106.46,6604.91,Month-to-month,No
811,Female,50,50,34.67,4393.34,One year,Yes
812,Female,23,65,71.91,4341.46,Month-to-month,No
813,Male,42,19,64.99,3090.05,One year,No
814,Male,21,30,102.33,2592.46,Month-to-month,Yes
815,Female,63,14,53.69,6065.93,One year,No
816,Female,37,39,61.92,1239.45,Month-to-month,Yes
817,Male,37,26,52.72,959.23,Month-to-month,Yes
818,Female,39,21,98.7,3907.07,Two year,No
819,Male,44,66,59.65,6607.07,One year,Yes
820,Female,31,1,39.99,3962.44,Month-to-month,No
821,Female,44,59,71.03,3071.29,Month-to-month,No
822,Female,56,71,69.15,2134.57,Two year,No
823,Male,18,69,69.42,7747.46,Month-to-month,No
824,Female,43,34,47.46,7700.13,Two year,No
825,Female,44,9,55.91,2191.5,Two year,No
826,Male,30,72,71.59,4893.04,One year,Yes
827,Female,56,19,87.08,5219.42,One year,No
828,Male,44,55,64.01,5096.85,One year,Yes
829,Male,31,40,64.59,5092.37,Two year,No
830,Male,22,7,103.8,2320.42,Two year,Yes
831,Male,41,67,67.59,4762.85,Month-to-month,Yes
832,Male,31,6,96.75,7117.28,Two year,No
833,Male,30,51,32.29,2536.76,One year,Yes
834,Female,53,62,112.42,4927.46,Month-to-month,No
835,Male,27,50,98.15,6052.15,Two year,No
836,Male,68,48,105.62,7059.6,One year,Yes
837,Female,60,15,88.4,5789.02,One year,Yes
838,Female,36,46,68.7,2399.8,Two year,Yes
839,Female,45,29,68.85,7656.86,Month-to-month,Yes
840,Male,65,33,93.63,1854.77,Two year,Yes
841,Male,32,65,40.1,7090.91,Two year,No
842,Female,48,62,59.49,6630.18,Two year,No
843,Female,70,67,81.85,7649.31,Two year,Yes
844,Male,27,9,65.67,1098.9,One year,No
845,Female,39,7,69.8,6267.72,Month-to-month,Yes
846,Male,32,11,84.75,381.95,One year,Yes
847,Female,64,72,99.37,998.81,Month-to-month,No
848,Female,49,49,33.5,6593.99,Two year,No
849,Female,26,24,60.18,7029.4,One year,Yes
850,Male,48,23,62.65,4240.83,One year,Yes
851,Male,62,69,96.46,3092.52,Month-to-month,Yes
852,Male,48,47,81.53,2831.72,One year,No
853,Male,66,17,116.74,6303.73,Two year,Yes
854,Male,25,35,116.89,7003.56,Two year,No
855,Male,64,35,98.34,7805.37,One year,No
856,Male,34,9,77.53,1185.3,Month-to-month,Yes
857,Female,65,42,40.35,4514.14,Month-to-month,No
858,Male,44,17,43.2,164.72,Month-to-month,No
859,Female,31,9,54.54,1281.73,Two year,Yes
860,Female,35,50,26.31,5755.87,One year,No
861,Female,23,28,92.37,5895.37,Month-to-month,No
862,Female,45,52,112.94,7766.61,Month-to-month,No
863,Female,19,13,110.15,2999.13,Month-to-month,No
864,Female,53,41,53.15,1038.65,Month-to-month,Yes
865,Male,54,70,66.33,7148.5,One year,Yes
866,Male,33,5,81.47,5073.6,Month-to-month,No
867,Male,37,40,25.44,6915.55,Two year,Yes
868,Female,70,57,25.79,6366.8,Month-to-month,Yes
869,Female,43,61,82.92,5504.54,Month-to-month,No
870,Male,66,20,73.91,1555.95,Two year,No
871,Male,64,33,100.98,954.58,Month-to-month,Yes
872,Female,61,55,71.17,735.43,Month-to-month,No
873,Male,29,51,24.03,1706.94,Month-to-month,Yes
874,Male,70,70,51.18,1631.93,Month-to-month,Yes
875,Female,26,28,105.13,7856.55,Two year,No
876,Male,27,22,75.03,3501.46,One year,No
877,Male,50,3,58.73,7303.2,One year,No
878,Female,52,48,98.82,5013.2,Two year,No
879,Female,66,65,116.41,3192.29,Two year,Yes
880,Female,44,29,119.17,1130.18,Month-to-month,No
881,Male,30,19,72.23,3686.76,One year,No
882,Male,32,3,112.13,4712.8,One year,No
883,Male,37,38,45.47,1883.74,Two year,Yes
884,Female,46,39,103.7,1981.65,One year,Yes
885,Female,44,35,33.02,6218.54,One year,Yes
886,Male,52,40,57.93,636.92,Two year,Yes
887,Male,31,69,40.29,2045.49,Two year,Yes
888,Male,44,44,107.65,3655.9,One year,Yes
889,Female,54,18,39.57,6892.99,Two year,No
890,Male,57,2,48.53,7103.3,Two year,No
891,Male,28,50,45.2,4718.17,One year,No
892,Male,42,7,77.91,330.86,Two year,No
893,Female,65,48,43.83,1835.94,Month-to-month,No
894,Female,46,57,64.28,1638.35,One year,No
895,Male,25,65,76.66,2341.74,Two year,Yes
896,Female,20,22,38.72,6614.28,Two year,No
897,Female,66,28,44.82,5274.02,One year,No
898,Female,69,64,34.33,5079.37,Month-to-month,Yes
899,Male,20,22,39.46,7030.03,Month-to-month,No
900,Female,69,46,58.53,381.16,One year,No
901,Female,51,46,116.36,7788.77,Two year,Yes
902,Male,67,69,97.5,513.93,Two year,No
903,Female,41,8,50.04,2452.96,Two year,Yes
904,Female,32,12,79.28,3424.1,Month-to-month,Yes
905,Female,19,26,100.48,4337.01,Two year,No
906,Female,26,61,31.83,3983.39,Month-to-month,Yes
907,Female,29,41,106.02,5073.66,One year,No
908,Female,40,4,20.62,1113.18,Month-to-month,No
909,Male,31,49,43.99,7076.01,Month-to-month,No
910,Male,32,3,48.48,4075.25,Two year,Yes
911,Female,40,17,29.84,424.67,Month-to-month,No
912,Male,45,69,98.46,5005.13,One year,Yes
913,Male,56,61,85.6,1131.35,Month-to-month,No
914,Female,22,2,31.92,2139.86,One year,Yes
915,Male,20,25,101.96,7650.28,One year,No
916,Male,65,53,115.94,2616.66,Month-to-month,No
917,Female,19,71,21.43,3606.87,Month-to-month,No
918,Female,57,57,74.64,103.11,Two year,No
919,Male,24,33,80.55,970.13,Month-to-month,Yes
920,Male,50,69,118.9,7435.39,One year,No
921,Male,64,7,41.98,3672.74,Month-to-month,Yes
922,Female,58,50,116.3,5325.03,Two year,Yes
923,Male,69,10,50.56,3995.05,Two year,Yes
924,Male,33,56,58.88,5101.03,Month-to-month,Yes
925,Male,67,45,67.96,5297.43,Two year,Yes
926,Male,69,52,74.88,4677.8,Two year,No
927,Female,64,50,69.6,1747.73,Month-to-month,No
928,Male,60,27,115.08,6525.85,Month-to-month,Yes
929,Male,65,71,119.09,7949.57,Two year,No
930,Male,27,55,32.33,6395.77,Two year,No
931,Female,64,31,47.44,6109.3,Month-to-month,Yes
932,Male,40,7,108.53,7644.46,Month-to-month,Yes
933,Male,58,59,91.19,7137.54,One year,No
934,Female,46,71,108.86,4662.89,One year,Yes
935,Female,58,72,110.7,7675.28,Month-to-month,No
936,Female,55,72,90.98,5355.73,Two year,Yes
937,Male,22,70,113.99,7616.34,Month-to-month,Yes
938,Female,56,70,93.71,2966.82,Month-to-month,Yes
939,Male,60,11,109.52,3767.57,Two year,No
940,Male,41,12,61.55,4019.75,One year,No
941,Female,70,44,94.34,3752.51,Month-to-month,No
942,Male,69,7,24.06,365.74,Month-to-month,No
943,Male,37,65,98.48,1093.78,Two year,Yes
944,Male,21,11,89.81,6560.28,Two year,Yes
945,Female,55,56,21.86,4726.65,Month-to-month,No
946,Female,46,48,49.72,5502.84,One year,Yes
947,Female,45,10,86.25,4766.3,Two year,No
948,Male,59,24,57.16,1383.15,Month-to-month,No
949,Female,21,55,35.76,6719.35,Two year,No
950,Male,52,19,63.79,4361.64,Two year,Yes
951,Female,41,37,79.3,7888.3,Month-to-month,No
952,Female,44,52,61.78,1315.75,Month-to-month,No
953,Female,51,24,108.54,4175.22,Month-to-month,Yes
954,Male,38,17,75.12,4265.62,One year,No
955,Female,45,35,65.88,961.96,Month-to-month,Yes
956,Male,36,72,32.56,7829.6,One year,Yes
957,Female,56,4,80.7,2696.7,Two year,Yes
958,Male,65,30,69.33,4522.74,Two year,No
959,Male,48,14,31.38,2752.49,One year,No
960,Female,34,13,88.01,1751.53,Month-to-month,No
961,Male,38,53,99.72,2036.96,One year,No
962,Female,59,62,54.71,4540.73,Two year,Yes
963,Female,56,72,113.86,3735.38,One year,No
964,Female,56,3,31.06,7621.57,Two year,Yes
965,Male,57,41,72.63,3794.43,Month-to-month,No
966,Male,19,15,104.5,4802.97,One year,Yes
967,Female,29,43,96.35,2292.17,Two year,No
968,Male,31,47,55.35,2673.48,Month-to-month,Yes
969,Female,33,8,72.35,7515.39,Month-to-month,No
970,Male,48,58,87.25,2314.06,Two year,No
971,Male,20,37,26.42,1319.88,One year,Yes
972,Female,59,51,103.57,4047.58,One year,No
973,Male,47,61,24.98,2070.2,One year,No
974,Male,69,41,47.4,6881.92,One year,No
975,Female,38,55,119.72,7925.77,One year,No
976,Male,31,20,70.96,6027.7,Two year,Yes
977,Male,19,46,67.88,3842.25,Two year,No
978,Male,38,2,83.12,6468.16,Month-to-month,Yes
979,Male,24,27,47.66,999.01,Two year,Yes
980,Female,61,66,81.69,5668.76,Month-to-month,Yes
981,Female,31,37,22.24,2442.77,One year,Yes
982,Male,36,55,51.56,6521.2,Two year,Yes
983,Female,55,24,65.98,1648.73,Month-to-month,Yes
984,Female,43,1,69.71,5930.26,One year,No
985,Female,68,58,101.06,5406.47,Two year,No
986,Male,30,16,44.94,7379.83,Two year,Yes
987,Male,51,61,91.12,6893.49,One year,Yes
988,Male,62,67,71.61,6863.87,Two year,Yes
989,Male,63,6,36.41,2331.48,Two year,No
990,Female,69,21,74.41,3995.1,Two year,Yes
991,Male,28,60,109.31,3942.75,Two year,No
992,Male,52,61,80.2,4587.6,One year,No
993,Male,36,57,99.03,756.71,One year,No
994,Male,43,65,55.18,2726.85,One year,Yes
995,Male,43,16,95.92,336.29,Month-to-month,Yes
996,Male,48,17,77.41,929.95,Month-to-month,Yes
997,Female,31,39,106.02,6232.69,Month-to-month,Yes
998,Female,22,18,36.26,4328.33,Two year,No
999,Female,27,37,118.67,3559.6,One year,Yes
1000,Male,44,27,70.49,3319.8,Two year,Yes
